Hero Image,Details,Description,in en search,exists in en,translated,name,Excursion Link
n,n,n,y,y,n,Curacao Highlights & Beach,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/curacao-highlights-beach.html
n,n,n,y,y,n,Curacao Land & Sea,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/curacao-land-sea.html
y,y,y,y,y,n,"Damajagua Adventure: Waterfalls, Canyoneering & Cavern Swimming (A Small-Group Tour)",https://www.hollandamerica.com/de_DE/shore-excursions/1010068/damajagua-adventure-waterfalls-canyoneering-cavern-swimming-a-small-group-tour.html
n,n,n,n,y,y,Das Beste aus zwei Welten,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/best-of-both-worlds.html
n,n,n,n,y,y,Das Beste der Prinz-Edward-Insel,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/best-of-prince-edward-island.html
y,n,n,y,y,y,Das Beste von Barbados,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/best-of-barbados.html
n,n,n,y,y,y,Das Beste von Bonaire,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/the-best-of-bonaire.html
y,y,y,n,y,n,Das Beste von Halifax,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/the-best-of-halifax.html
y (placeholder),n,n,n,y,y,Das Beste von Kap Breton,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/the-best-of-cape-breton.html
y,n,n,y,y,y,Das Beste von Puerto Rico,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/puerto-rico-s-favorites.html
n,n,n,n,y,y,Das Herz des historischen Halifax,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/the-heart-of-historic-halifax.html
y,n,n,n,y,y,Das Herz des historischen Halifax (in spanischer Sprache geführt),https://www.hollandamerica.com/de_DE/shore-excursions/1010066/the-heart-of-historic-halifax-guided-in-spanish.html
y,y,y,n,y,n,Das Leben eines Bergarbeiters,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/life-of-a-coal-miner.html
n,n,n,y,y,y,Das „Aqua Trax“-Abenteuer,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/aqua-trax-adventure.html
y (placeholder),n,n,y,y,n,Deep Sea Fishing,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/deep-sea-fishing.html
y (placeholder),n,n,y,y,n,Deep-Sea Fishing,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/deep-sea-fishing.html
n,n,n,y,y,n,Deep-Sea Fishing Expedition,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/deep-sea-fishing-expedition.html
y,n,n,y,y,y,Delfin-Erlebnis mit echter Verbundenheit,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/true-connection-dolphin-experience.html
n,n,n,y,y,y,Delfinbucht (ohne Wasserfälle),https://www.hollandamerica.com/de_DE/shore-excursions/1010060/dolphin-cove-without-falls.html
n,n,n,y,y,y,"Deluxe-Kurzurlaub am Strand, all-inclusive",https://www.hollandamerica.com/de_DE/shore-excursions/1010059/deluxe-all-inclusive-beach-resort-getaway.html
y,n,n,y,y,y,Der Charme und die Schönheit von Nassau und Paradise Island,https://www.hollandamerica.com/de_DE/shore-excursions/1010063/charm-beauty-of-nassau-paradise-island.html
n,n,n,n,y,y,Der Klang der Fiedel: Küchenparty-Erlebnis,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/spirit-of-the-fiddle-kitchen-party-experience.html
n,n,n,y,y,y,Der Zoo von Belize und Belize City,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/the-belize-zoo-belize-city.html
y (placeholder),n,n,n,y,y,Der ultimative Anne of Green Gables Ausflug,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/ultimate-anne-of-green-gables-experience.html
y,n,n,n,y,y,"Die Bird Islands in Cap-Breton: Lundis, Robben und Adler",https://www.hollandamerica.com/de_DE/shore-excursions/1010066/the-bird-islands-of-cape-breton-puffins-seals-eagles.html
n,n,n,n,y,y,Die Bras d’Or Lakes: Das Herz der Insel,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/the-bra-s-d-or-lakes-heart-of-the-island.html
n,n,n,y,y,y,Die Folklore Puerto Ricos: Vorführung lateinamerikanischer Traditionen,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/puerto-rico-folklore-a-latin-traditions-show.html
y,n,n,y,y,y,Die Geschichte hinter den Mauern: Ein Rundgang durch das Castillo San Cristóbal,https://www.hollandamerica.com/de_DE/shore-excursions/1010067/history-behind-the-walls-a-walk-through-san-cristobal-fort.html
n,n,n,y,y,y,Die Top 10 der Highlights von St. Maarten,https://www.hollandamerica.com/de_DE/shore-excursions/1010061/top-10-best-of-st-maarten.html
y,n,n,y,y,y,Die Top 10 der besten Sehenswürdigkeiten von Nassau,https://www.hollandamerica.com/de_DE/shore-excursions/1010063/top-10-best-of-nassau.html
n,n,n,y,y,y,Die Wasserfälle von Damajagua: Ein adrenalintreibendes Abenteuer,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/waterfalls-of-damajagua-an-adrenalin-fueled-adventure.html
n,n,n,n,y,y,Die amerikanischen Präsidenten: Kennedy und Adams,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/american-presidents-kennedy-adams.html
y,n,n,y,y,y,Die besten Rumverschnitte von Barbados: Rumdestillerien Mount Gay und Four Square,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/barbados-finest-blends-mount-gay-four-square-rum-distilleries.html
n,n,n,y,y,y,Die schönsten Sehenswürdigkeiten Havannas,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/the-best-of-havana.html
n,n,n,y,y,n,Discover Curacao,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/discover-curacao.html
n,n,n,y,y,y,Discover Mexico Cultural Park und Chankanaab Beach Adventure Park – Tagespass,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/discover-mexico-park-chankanaab-national-park-day-pass.html
n,n,n,y,y,n,Discover Scuba Dive & Mahahual Beach Experience,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/discover-scuba-dive-mahahual-beach-experience.html
y (placeholder),n,n,y,y,n,Discover Scuba Diving,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/discover-scuba-diving.html
y (placeholder),n,n,y,y,n,Discover Scuba Diving (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010059/discover-scuba-diving.html#
n,n,n,y,y,y,Discover Scuba Diving,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/discover-scuba-diving.html
n,n,n,y,y,y,Dolphin Cove,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/dolphin-cove.html
n,n,n,y,y,y,Dolphin Cove und Dunn’s River Falls,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/dolphin-cove-dunn-s-river-falls.html
n,n,n,y,y,y,Dolphin Cove und Dunn’s River Falls (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010060/dolphin-cove-dunn-s-river-falls.html#
n,n,n,y,y,y,Dolphin Encounter (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010059/dolphin-encounter.html#
n,n,n,y,y,n,Dolphin Encounter,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/dolphin-encounter.html
n,n,n,y,y,n,Dolphin Encounter & the Cayman Turtle Centre,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/dolphin-encounter-the-cayman-turtle-centre.html
n,n,n,y,y,n,Dolphin Encounter All Inclusive,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/dolphin-encounter-all-inclusive.html
n,n,n,y,y,n,Dolphin Swim & Stingray City,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/dolphin-swim-stingray-city.html
n,n,n,y,y,n,Dolphin Swim Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/dolphin-swim-adventure.html
n,n,n,y,y,n,Dolphin Swim All Inclusive,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/dolphin-swim-all-inclusive.html
n,n,n,y,y,n,Dolphin Watch & Snorkel,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/dolphin-watch-snorkel.html
n,n,n,y,y,n,Dominica's Favorites,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/dominica-s-favorites.html
n,n,n,y,y,n,Dominican Coffee: A Local Experience,https://www.hollandamerica.com/de_DE/shore-excursions/1010061/dominican-coffee-a-local-experience.html
n,n,n,y,y,n,Dune Buggy & Beach Snorkel Combo,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/dune-buggy-beach-snorkel-combo.html
n,n,n,y,y,y,Dunn’s River Falls Expresstour,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/dunn-s-river-falls-express.html
y (placeholder),n,n,y,y,y,Dunn’s River Falls Expresstour,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/dunn-s-river-falls-express.html
y (placeholder),n,n,y,y,y,Dunn’s River Falls Expresstour (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010060/dunn-s-river-falls-express.html#
y (placeholder),n,y,n,y,n,East Coast Art Party,https://www.hollandamerica.com/de_DE/shore-excursions/1010063/east-coast-art-party.html
y,y,y,y,y,n,Easy Discover Mexico & Papantla Flyers,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/easy-discover-mexico-papantla-flyers.html
n,n,n,y,y,n,Easy Island Highlights,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/easy-island-highlights.html
n,n,n,y,y,y,Ecobike und Wanderung,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/eco-bike-hike.html
n,n,n,n,y,y,Eigenes Fahrzeug – Ganzer Tag,https://www.hollandamerica.com/de_DE/shore-excursions/1010047/private-car-full-day.html
n,n,n,n,y,y,Eigenes Fahrzeug – Ganzer Tag (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010047/private-car-full-day.html#
y (placeholder),n,n,n,y,y,Ein Spaziergang am Freedom Trail,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/walking-the-freedom-trail.html
n,n,n,n,y,y,Ein Spaziergang durch das historische Halifax,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/a-walk-through-historic-halifax.html
y (placeholder),n,n,n,y,y,Ein Spaziergang durch die Altstadt Sydneys,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/a-walk-through-old-sydney-town.html
y,y,y,n,y,n,Ein Spaziergang im Park: Ocean-Trail-Wanderung,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/a-walk-in-the-park-ocean-trail-hike.html
y (placeholder),n,n,y,y,y,Ein Tag am Strand von Atlantis und Entdeckung von Atlantis,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/atlantis-beach-day-discover-atlantis.html
y,n,n,y,y,y,Ein Tag mit den Ureinwohnern Costa Ricas: Naturschutz und Kultur,https://www.hollandamerica.com/de_DE/shore-excursions/1010065/a-day-with-costa-rica-s-native-people-conservation-culture.html
n,n,n,n,y,y,Ein intimer Blick auf den Acadia Nationalpark,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/an-intimate-look-at-acadia-national-park.html
n,n,n,y,y,y,Eindrücke von Key West,https://www.hollandamerica.com/de_DE/shore-excursions/1010061/a-slice-of-key-west.html
n,n,n,n,y,y,Eine Kostprobe des Cabot Trail,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/a-taste-of-the-cabot-trail.html
y (placeholder),n,n,n,y,y,Eine Kostprobe von Halifax,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/a-taste-of-halifax.html
n,n,n,y,y,n,El Yunque Rain Forest Drive,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/el-yunque-rain-forest-drive.html
n,n,n,y,y,y,Entdecken Sie Atlantis,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/discover-atlantis.html
n,n,n,y,y,y,Entdecken Sie Nevis,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/discover-nevis.html
n,n,n,y,y,y,Entdeckungsreise Tobago,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tobago-island-explorer.html
y,n,n,n,y,y,Erkunden Sie den Meeresboden,https://www.hollandamerica.com/de_DE/shore-excursions/1010065/explore-the-ocean-floor.html
n,n,n,y,y,y,Erkundungsfahrt durch Kralendijk mit der Straßenbahn,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/kralendijk-by-trolley-train.html
y,n,n,y,y,y,Erleben Sie Jamaika wie ein Einheimischer,https://www.hollandamerica.com/de_DE/shore-excursions/1010067/go-native-jamaica.html
y (placeholder),n,n,n,y,y,Erleben Sie die Geschichte der Louisbourg-Festung,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/relive-history-at-the-fortress-of-louisbourg.html
n,n,n,y,y,y,Erlebnisausflug zum Bois Cotlette mit Schokoladenverkostung,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/bois-cotlette-estate-chocolate-experience.html
n,n,n,y,y,y,Esel-Schutzzentrum und Salzproduktion,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/donkey-sanctuary-salt-production.html
y,y,y,y,y,n,Essenz St. Lucias: Ein Traditionserlebnis,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/essence-of-st-lucia-a-heritage-experience.html
n,n,n,y,y,n,Everglades Airboat Ride,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/everglades-airboat-ride.html
n,n,n,y,y,n,Everglades Airboat Ride & Transfer to Ft Lauderdale Airport,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/everglades-airboat-ride-transfer-to-ft-lauderdale-airport.html
n,n,n,y,y,n,Everglades Airboat Ride & Transfer to Miami Airport,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/everglades-airboat-ride-transfer-to-miami-airport.html
y,y,y,y,y,n,Exclusive Stingray Sandbar Helicopter Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010063/exclusive-stingray-sandbar-helicopter-adventure.html
y (placeholder),n,n,n,y,y,"Exklusive Sightseeingtour durch Boston mit Hop-On, Hop-Off-Vorzügen",https://www.hollandamerica.com/de_DE/shore-excursions/1010063/exclusive-boston-sightseeing-with-hop-on-hop-off-extension.html
n,n,n,y,y,y,Exklusiver Segeltörn an der Küste und Schnorcheln,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/exclusive-yacht-coastal-cruise-snorkel.html
n,n,n,y,y,y,Explorer Cruise und Rundfahrt über Grand Island,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/explorer-cruise-grand-island-drive.html
n,n,n,y,y,n,Exploring Cozumel by Jeep & Snorkel,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/exploring-cozumel-by-jeep-snorkel.html
n,n,n,y,y,n,Extended Old Town Hop-On/Hop-Off Trolley,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/extended-old-town-hop-on-hop-off-trolley.html
n,n,n,y,y,n,Extended Old Town Hop-On/Hop-Off Trolley (Wheelchair Accessible),https://www.hollandamerica.com/de_DE/shore-excursions/1010059/extended-old-town-hop-on-hop-off-trolley-wheelchair-accessible.html
y (placeholder),n,n,y,y,n,Extreme Zip & Challenge Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/extreme-zip-challenge-adventure.html
n,n,n,n,y,y,Fahrradtour durch den Acadia-Nationalpark,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/bike-through-acadia-national-park.html
n,n,n,y,y,y,Fahrt durch die Inselpracht,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/island-splendor-drive.html
n,n,n,y,y,y,Fahrt im Allura-Katamaran zur Sandbank der Stechrochen,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/allura-catamaran-sail-to-stingray-sandbar.html
n,n,n,y,y,y,Fahrt mit dem Sky Explorer und Besuch der Dunn’s River Falls,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/sky-explorer-dunn-s-river-falls.html
n,n,n,y,y,n,Fahrt mit dem Sky Explorer und Besuch der Dunn’s River Falls,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/sky-explorer-dunn-s-river-falls.html
y (placeholder),n,n,y,y,y,Fahrt zum Strand von Aruba,https://www.hollandamerica.com/de_DE/shore-excursions/1010061/aruba-beach-transfer.html
y,y,y,n,y,n,Fair Isle Food Tour,https://www.hollandamerica.com/de_DE/shore-excursions/1010063/fair-isle-food-tour.html
y (placeholder),n,n,n,y,y,Falken-Erlebnis,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/fun-with-falcons.html
n,n,n,y,y,n,Farm to Table,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/farm-to-table.html
n,n,n,y,y,n,Fascinating Curacao & Folkloric Show,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/fascinating-curacao-folkloric-show.html
n,n,n,y,y,n,Flavors of Cap Cana,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/flavors-of-cap-cana.html
n,n,n,y,y,n,Flavors of the Cayman Islands,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/flavors-of-the-cayman-islands.html
n,n,n,y,y,n,Fly High Zip-Line & Beach Resort,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/fly-high-zip-line-beach-resort.html
n,n,n,y,y,n,Fort James Segway Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/fort-james-segway-adventure.html
n,n,n,y,y,n,Fort San Lorenzo UNESCO World Heritage Site & Agua Clara Locks,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/fort-san-lorenzo-unesco-world-heritage-site-agua-clara-locks.html
y (placeholder),n,n,y,y,n,Frank Gehry's Biomuseum & Old Canal Zone,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/frank-gehry-s-biomuseum-old-canal-zone.html
n,n,n,y,y,n,French Connection See & Sea,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/french-connection-see-sea.html
n,n,n,y,y,n,Fury Catamaran Mayan Sunset Cruise,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/fury-catamaran-mayan-sunset-cruise.html
n,n,n,y,y,n,Fury Catamaran Snorkel & Beach Party,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/fury-catamaran-snorkel-beach-party.html
y,n,n,y,y,y,Fünf-Sterne-Katamarantour und Begegnung mit Schildkröten,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/five-star-catamaran-turtle-encounter.html
n,n,n,y,y,y,Geführte Fahrradtour,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/guided-tour-by-bicycle.html
n,n,n,y,y,y,Geführte Fahrradtour (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010000/guided-tour-by-bicycle.html#
n,n,n,y,y,y,Geschichte und Legenden (rollstuhlgerecht),https://www.hollandamerica.com/de_DE/shore-excursions/1010059/history-legends-wheelchair-accessible.html
n,n,n,y,y,n,Gibbs Cay Stingray Encounter & Beach,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/gibbs-cay-stingray-encounter-beach.html
n,n,n,y,y,y,Glasbodenboot,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/glass-bottom-boat.html
n,n,n,y,y,y,Glasbodenboot,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/glass-bottom-boat.html
n,n,n,y,y,n,Glass-Bottom Boat & Snorkel Experience,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/glass-bottom-boat-snorkel-experience.html
n,n,n,y,y,n,Golden Eagle Catamaran,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/golden-eagle-catamaran.html
n,n,n,y,y,y,Good Hope Estate Pass,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/good-hope-estate-pass.html
y (placeholder),n,n,y,y,y,Good Hope Estate Pass,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/good-hope-estate-pass.html
y (placeholder),n,n,y,y,y,Good Hope – Thrill-Seeker’s-Pass,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/good-hope-thrill-seekers-pass.html
n,n,n,y,y,y,Good Hope – Thrill-Seeker’s-Pass,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/good-hope-thrill-seeker-s-pass.html
y,y,y,y,y,n,Grand Cabana at Amber Cove,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/grand-cabana-at-amber-cove.html
n,n,n,y,y,n,Grand Turk ATV Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/grand-turk-atv-adventure.html
y (placeholder),n,n,y,y,n,Grand Turk Deluxe FlowRider Experience,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/grand-turk-deluxe-flowrider-experience.html
n,n,n,y,y,n,Grand Turk Dune Buggy Safari,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/grand-turk-dune-buggy-safari.html
y (placeholder),n,n,y,y,n,Grand Turk FlowRider Experience,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/grand-turk-flowrider-experience.html
n,n,n,y,y,n,Grand Turk Highlights & Beach Break,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/grand-turk-highlights-beach-break.html
n,n,n,y,y,n,Grand Turk Horseback Beach Ride & Swim,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/grand-turk-horseback-beach-ride-swim.html
n,n,n,y,y,n,Grand Turk Snuba Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/grand-turk-snuba-adventure.html
n,n,n,y,y,n,Great Bay Express: Boat Transfer to St Barthelemy,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/great-bay-express-boat-transfer-to-st-barthelemy.html
n,n,n,y,y,n,Guaimoreto Lagoon Kayak,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/guaimoreto-lagoon-kayak.html
y,n,n,y,y,y,"Hafensafari, Shopping und Erkundungstour durch die Stadt",https://www.hollandamerica.com/de_DE/shore-excursions/1010063/harbor-safari-shopping-city-explorer.html
y,n,n,y,y,y,Hai- und Stachelrochenabenteuer am Caye Caulker,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/caye-caulker-shark-ray-encounter.html
y (placeholder),n,n,n,y,y,Halifax mit der Pferdekutsche,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/halifax-by-horse-drawn-trolley.html
n,n,n,y,y,n,Harrison Caves Experience,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/harrison-caves-experience.html
n,n,n,y,y,y,Hemingways Lieblingsplätze und Verstecke,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/hemingway-s-hangouts-hideaways.html
n,n,n,y,y,n,Hibiscus Falls & Beach Escape,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/hibiscus-falls-beach-escape.html
n,n,n,y,y,n,Highlights of Costa Maya Town & Beach Break,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/highlights-of-costa-maya-town-beach-break.html
n,n,n,y,y,y,Highlights und Strände im Norden,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/northern-highlights-beach.html
n,n,n,n,y,y,Highlights von Boston mit dem „Duck“,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/boston-highlights-by-duck.html
n,n,n,y,y,y,Highlights von Montego Bay und Shopping,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/montego-bay-highlights-shopping.html
y (placeholder),n,n,n,y,y,Highlights von Sydney,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/sydney-highlights.html
n,n,n,y,y,n,Hiking & Archeology,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/hiking-archeology.html
y,y,y,y,y,n,Hillside Cabana at Amber Cove,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/hillside-cabana-at-amber-cove.html
y,n,n,n,y,n,Historic & Modern Quebec,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/historic-modern-quebec.html
y,n,n,n,y,n,Historic Salem & Witch Museum,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/historic-salem-witch-museum.html
n,n,n,y,y,n,Historic Tampa & Airport Transfer,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/historic-tampa-airport-transfer.html
n,n,n,y,y,n,Historic Tampa & Airport Transfer (Wheelchair Accessible),https://www.hollandamerica.com/de_DE/shore-excursions/1010059/historic-tampa-airport-transfer-wheelchair-accessible.html
n,n,n,y,y,n,Historic Tampa - Intransit,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/historic-tampa-intransit.html
n,n,n,y,y,n,Historic Tampa - Intransit (Wheelchair Accessible),https://www.hollandamerica.com/de_DE/shore-excursions/1010059/historic-tampa-intransit-wheelchair-accessible.html
n,n,n,y,y,n,Historical Trujillo,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/historical-trujillo.html
y (placeholder),n,n,n,y,y,Historische Leuchttürme und der Acadia-Nationalpark von der See,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/historic-lighthouses-acadia-national-park-by-sea.html
n,n,n,y,y,y,Historischer Naturspaziergang,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/historic-nature-walk.html
n,n,n,n,y,y,Historisches Boston und Cambridge,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/historic-boston-cambridge.html
y (placeholder),n,n,n,y,y,Historisches Charlottetown mit Pferdekutschenfahrt,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/historic-charlottetown-by-horse-drawn-trolley.html
y (placeholder),n,n,n,y,y,Historisches Lunenburg: Ein UNESCO-Weltkulturerbe,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/historical-lunenburg-a-unesco-world-heritage-site.html
n,n,n,y,y,n,History & Cuisine of San Juan on Foot,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/history-cuisine-of-san-juan-on-foot.html
n,n,n,y,y,n,History & Legends,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/history-legends.html
y (placeholder),n,n,n,y,y,Hop-On Hop-Off Bustour durch Halifax,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/hop-on-hop-off-halifax.html
y (placeholder),n,n,n,y,y,Hop-On/Hop-Off-Tour durch Baddeck,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/hop-on-hop-off-baddeck.html
y,n,n,y,y,n,Horseback Adventure & Campo del Mar Nature Park,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/horseback-adventure-campo-del-mar-nature-park.html
n,n,n,y,y,n,Hot Springs Escape,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/hot-springs-escape.html
y,y,y,n,y,n,Hummer und Leuchtturm mit dem Boot,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/lobsters-lighthouses-by-boat.html
y (placeholder),n,n,n,y,y,Hummerbootsfahrt auf der Lulu,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/lulu-lobster-boat-ride.html
y,n,n,n,y,y,Hummerparty und Vorführung am Stewman’s Lobster Pound: In Kooperation mit dem Food & Wine Magazine,https://www.hollandamerica.com/de_DE/shore-excursions/1010063/lobster-bake-demo-at-stewman-s-lobster-pound-in-partnership-with-food-wine-magazine.html
n,n,n,y,y,y,Höhepunkte von Ocho Rios und den Konoko-Gärten,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/highlights-of-ocho-rios-konoko-gardens.html
n,n,n,y,y,y,Höhepunkte von Tobago und folkloristische Darbietung,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tobago-highlights-folkloric-show.html
y,n,n,y,y,y,Höhlenabenteuer mit einem Tubing-Reifen,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/cave-tubing-adventure.html
n,n,n,y,y,y,Im Herzen Jamaikas: Erkundungsfahrt durch Falmouth,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/the-heartbeat-of-jamaica-discover-falmouth.html
n,n,n,y,y,y,Inselabenteuer mit dem Geländewagen,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/4x4-island-adventure.html
