Hero Image,Details,Description,in en search,exists in en,translated,name,Excursion Link
n,n,n,y,y,n,Hibiscus Falls & Beach Escape,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/hibiscus-falls-beach-escape.html
n,n,n,y,y,n,Highlights of Costa Maya Town & Beach Break,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/highlights-of-costa-maya-town-beach-break.html
n,n,n,y,y,n,Hiking & Archeology,https://www.hollandamerica.com/es_ES/shore-excursions/1010060/hiking-archeology.html
y,y,y,y,y,n,Hillside Cabana at Amber Cove,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/hillside-cabana-at-amber-cove.html
y,n,n,n,y,n,Historic & Modern Quebec,https://www.hollandamerica.com/es_ES/shore-excursions/1010066/historic-modern-quebec.html
y,n,n,n,y,n,Historic Salem & Witch Museum,https://www.hollandamerica.com/es_ES/shore-excursions/1010066/historic-salem-witch-museum.html
n,n,n,y,y,n,Historic Tampa & Airport Transfer,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/historic-tampa-airport-transfer.html
n,n,n,y,y,n,Historic Tampa & Airport Transfer (Wheelchair Accessible),https://www.hollandamerica.com/es_ES/shore-excursions/1010059/historic-tampa-airport-transfer-wheelchair-accessible.html
n,n,n,y,y,n,Historic Tampa - Intransit,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/historic-tampa-intransit.html
n,n,n,y,y,n,Historic Tampa - Intransit (Wheelchair Accessible),https://www.hollandamerica.com/es_ES/shore-excursions/1010059/historic-tampa-intransit-wheelchair-accessible.html
n,n,n,y,y,n,Historical Trujillo,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/historical-trujillo.html
n,n,n,y,y,n,History & Cuisine of San Juan on Foot,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/history-cuisine-of-san-juan-on-foot.html
n,n,n,y,y,n,History & Legends,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/history-legends.html
y (placeholder),n,n,n,y,y,"Hop-On, Hop-Off por Halifax",https://www.hollandamerica.com/es_ES/shore-excursions/1010056/hop-on-hop-off-halifax.html
y,n,n,y,y,n,Horseback Adventure & Campo del Mar Nature Park,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/horseback-adventure-campo-del-mar-nature-park.html
n,n,n,y,y,n,Hot Springs Escape,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/hot-springs-escape.html
n,n,n,y,y,n,Irie Safari Champagne Snorkel,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/irie-safari-champagne-snorkel.html
y (placeholder),n,n,n,y,y,Isla Príncipe Eduardo: Los diez principales,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/pei-top-10.html
n,n,n,y,y,n,Island Exploration by Electric Hummer,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/island-exploration-by-electric-hummer.html
n,n,n,y,y,n,Island Highlights & Swim,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/island-highlights-swim.html
n,n,n,y,y,n,Island Safari 4x4 Adventure,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/island-safari-4x4-adventure.html
n,n,n,y,y,n,Island Traditions & Herbal Remedies,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/island-traditions-herbal-remedies.html
y (placeholder),n,n,y,y,n,"Jaguar Bus, Bike, Cenote, Paddle & Beach BBQ",https://www.hollandamerica.com/es_ES/shore-excursions/1010059/jaguar-bus-bike-cenote-paddle-beach-bbq.html
y (placeholder),n,n,y,y,y,Jamaica: Bobsled y Cataratas del Río Dunn,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/bobsled-jamaica-dunn-s-river-falls.html
y (placeholder),n,n,y,y,y,Jamaica: Bobsled y Cataratas del Río Dunn,https://www.hollandamerica.com/es_ES/shore-excursions/1010060/bobsled-jamaica-dunn-s-river-falls.html
y (placeholder),n,n,y,y,y,Jamaica: Bobsled y Cataratas del Río Dunn (d),https://www.hollandamerica.com/es_ES/shore-excursions/1010060/bobsled-jamaica-dunn-s-river-falls.html#
y (placeholder),n,n,y,y,n,Jolly Roger Roatan Catamaran Sail & Snorkel,https://www.hollandamerica.com/es_ES/shore-excursions/1010060/jolly-roger-roatan-catamaran-sail-snorkel.html
n,n,n,y,y,n,Kayak & Snorkel Adventure,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/kayak-snorkel-adventure.html
n,n,n,y,y,n,Kayak Adventure & Resort Getaway,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/kayak-adventure-resort-getaway.html
y,n,n,n,y,n,Kayak Frenchman Bay,https://www.hollandamerica.com/es_ES/shore-excursions/1010066/kayak-frenchman-bay.html
n,n,n,y,y,n,"Kayak, Hike & Snorkel Cas Cay",https://www.hollandamerica.com/es_ES/shore-excursions/1010059/kayak-hike-snorkel-cas-cay.html
n,n,n,y,y,n,Kayaking & Snorkeling Adventure,https://www.hollandamerica.com/es_ES/shore-excursions/1010060/kayaking-snorkeling-adventure.html
n,n,n,y,y,n,Key West Helicopter Adventure,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/key-west-helicopter-adventure.html
n,n,n,y,y,n,Key West Nature Kayak,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/key-west-nature-kayak.html
n,n,n,y,y,n,Key West Pub Crawl,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/key-west-pub-crawl.html
n,n,n,y,y,n,Key West by Bicycle,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/key-west-by-bicycle.html
n,n,n,y,y,n,Key West by Land & Sea,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/key-west-by-land-sea.html
y (placeholder),n,n,n,y,y,Kickin' Ceilidh: una fiesta de la cocina en Nueva Escocia,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/kickin-ceilidh-a-nova-scotia-kitchen-party.html
n,n,n,y,y,y,Kralendijk en tranvía,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/kralendijk-by-trolley-train.html
n,n,n,y,y,n,Kukoo Island Discovery & Beach Getaway,https://www.hollandamerica.com/es_ES/shore-excursions/1010060/kukoo-island-discovery-beach-getaway.html
n,n,n,y,y,y,La Casa en la Playa: Un retrato exclusivo,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/la-casa-en-la-playa-a-select-retreat.html
n,n,n,y,y,y,La Habana moderna y los autos clásicos americanos,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/modern-havana-american-classic-cars.html
n,n,n,y,y,y,La Habana panorámica y compañía Habana Compas Dance,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/panoramic-havana-habana-compas-dance-company.html
y,n,n,y,y,y,La Habana panorámica y proyecto comunitario Quisicuaba,https://www.hollandamerica.com/es_ES/shore-excursions/1010065/panoramic-havana-quisicuaba-community-project.html
y,n,n,y,y,y,La historia detrás de los muros: Un paseo por la Fortaleza de San Cristóbal,https://www.hollandamerica.com/es_ES/shore-excursions/1010067/history-behind-the-walls-a-walk-through-san-cristobal-fort.html
y (placeholder),n,n,n,y,y,La mejor experiencia con Anne of Green Gables (Ana de las tejas verdes),https://www.hollandamerica.com/es_ES/shore-excursions/1010056/ultimate-anne-of-green-gables-experience.html
y,y,y,n,y,n,La vida de un minero de carbón,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/life-of-a-coal-miner.html
n,n,n,y,y,n,Land & Sea Combination,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/land-sea-combination.html
n,n,n,y,y,n,Land & Sea Excursion,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/land-sea-excursion.html
n,n,n,y,y,n,Land & Sea Excursion & Transfer to Ft Lauderdale Airport,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/land-sea-excursion-transfer-to-ft-lauderdale-airport.html
n,n,n,y,y,n,Land & Sea Excursion & Transfer to Ft. Lauderdale Airport (Wheelchair Accessible),https://www.hollandamerica.com/es_ES/shore-excursions/1010059/land-sea-excursion-transfer-to-ft-lauderdale-airport-wheelchair-accessible.html
n,n,n,y,y,n,Land & Sea Excursion & Transfer to Miami Airport,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/land-sea-excursion-transfer-to-miami-airport.html
n,n,n,y,y,n,Land & Sea Excursion & Transfer to Miami Airport (Wheelchair Accessible),https://www.hollandamerica.com/es_ES/shore-excursions/1010059/land-sea-excursion-transfer-to-miami-airport-wheelchair-accessible.html
n,n,n,y,y,n,Land & Sea Excursion (Wheelchair Accessible),https://www.hollandamerica.com/es_ES/shore-excursions/1010059/land-sea-excursion-wheelchair-accessible.html
n,n,n,y,y,n,Land Rover Safari,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/land-rover-safari.html
y,n,n,n,y,n,Landscapes of Quebec with Airport Transfer,https://www.hollandamerica.com/es_ES/shore-excursions/1010066/landscapes-of-quebec-with-airport-transfer.html
y,n,n,n,y,y,Langosta horneada y demostración en Stewman's Lobster Pound: en asociación con la revista Food & Wine,https://www.hollandamerica.com/es_ES/shore-excursions/1010063/lobster-bake-demo-at-stewman-s-lobster-pound-in-partnership-with-food-wine-magazine.html
y,y,y,n,y,n,Langostas y faros en barco,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/lobsters-lighthouses-by-boat.html
y (placeholder),n,n,y,y,n,Las Escobas Discovery,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/las-escobas-discovery.html
y,n,n,y,y,y,Las mejores combinaciones de Barbados: destilerías de ron de Mount Gay y Four Square,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/barbados-finest-blends-mount-gay-four-square-rum-distilleries.html
n,n,n,y,y,n,Layou Gorge River Tubing,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/layou-gorge-river-tubing.html
n,n,n,n,y,y,Lexington y Concord,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/lexington-concord.html
y,n,n,y,y,y,Lo mejor de Barbados,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/best-of-barbados.html
n,n,n,y,y,y,Lo mejor de Bonaire,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/the-best-of-bonaire.html
y (placeholder),n,n,n,y,y,Lo mejor de Cabo de Bretón,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/the-best-of-cape-breton.html
y,y,y,n,y,n,Lo mejor de Halifax,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/the-best-of-halifax.html
n,n,n,y,y,y,Lo mejor de La Habana,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/the-best-of-havana.html
n,n,n,n,y,y,Lo mejor de ambos mundos,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/best-of-both-worlds.html
n,n,n,n,y,y,Lo mejor de la Isla Príncipe Eduardo,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/best-of-prince-edward-island.html
n,n,n,y,y,y,Lo más destacado de Kralendjik en tuk tuk ecológico,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/kralendjik-highlights-by-eco-powered-tuk-tuk.html
n,n,n,y,y,y,Lo más destacado de Tobago y espectáculo folclórico,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/tobago-highlights-folkloric-show.html
y (placeholder),n,n,n,y,y,"Localidades emblemáticas de Nueva Escocia: Peggy's Cove, Lunenburg y Mahone Bay",https://www.hollandamerica.com/es_ES/shore-excursions/1010056/iconic-towns-of-nova-scotia-peggy-s-cove-lunenburg-mahone-bay.html
y,n,n,y,y,y,Los 10 mejores lugares de Nassau,https://www.hollandamerica.com/es_ES/shore-excursions/1010063/top-10-best-of-nassau.html
n,n,n,y,y,y,Los 10 mejores puntos de St Maarten,https://www.hollandamerica.com/es_ES/shore-excursions/1010061/top-10-best-of-st-maarten.html
n,n,n,y,y,y,"Los 3 grandes de St Maarten: Flying Dutchman, Schooner Ride y copas de los árboles",https://www.hollandamerica.com/es_ES/shore-excursions/1010060/st-maarten-s-big-3-the-flying-dutchman-schooner-ride-canopy.html
y,n,n,y,y,y,Los favoritos de Puerto Rico,https://www.hollandamerica.com/es_ES/shore-excursions/1010066/puerto-rico-s-favorites.html
n,n,n,n,y,y,Los lagos Bras d'Or: el corazón de la isla,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/the-bra-s-d-or-lakes-heart-of-the-island.html
y (placeholder),n,n,y,y,y,Los pintorescos caminos de Santa Lucía,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/scenic-byways-of-st-lucia.html
y (placeholder),n,n,y,y,n,Lost Mayan Kingdom Adventure Park,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/lost-mayan-kingdom-adventure-park.html
n,n,n,y,y,y,Lugares y escondites de Hemingway,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/hemingway-s-hangouts-hideaways.html
y (placeholder),n,n,n,y,y,Lunenburg histórica: Patrimonio de la Humanidad declarado por la UNESCO,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/historical-lunenburg-a-unesco-world-heritage-site.html
n,n,n,y,y,n,Made in Curacao,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/made-in-curacao.html
y (placeholder),n,n,y,y,n,Magens Bay Beach Getaway,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/magens-bay-beach-getaway.html
n,n,n,y,y,n,Magical Flying Beach Chair,https://www.hollandamerica.com/es_ES/shore-excursions/1010060/magical-flying-beach-chair.html
n,n,n,y,y,n,Mahogany Beach Cabana,https://www.hollandamerica.com/es_ES/shore-excursions/1010060/mahogany-beach-cabana.html
y (placeholder),n,n,y,y,y,Mar y tierra: terracross 4x4 y lancha motora,https://www.hollandamerica.com/es_ES/shore-excursions/1010061/surf-turf-4x4-terracross-speed-boat.html
y (placeholder),n,n,y,y,n,Margaritaville Cabana #1,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/margaritaville-cabana-1.html
y (placeholder),n,n,y,y,n,Margaritaville Cabana #10,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/margaritaville-cabana-10.html
y (placeholder),n,n,y,y,n,Margaritaville Cabana #2 (Wheelchair Accessible),https://www.hollandamerica.com/es_ES/shore-excursions/1010059/margaritaville-cabana-2-wheelchair-accessible.html
y (placeholder),n,n,y,y,n,Margaritaville Cabana #3,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/margaritaville-cabana-3.html
y (placeholder),n,n,y,y,n,Margaritaville Cabana #4,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/margaritaville-cabana-4.html
y (placeholder),n,n,y,y,n,Margaritaville Cabana #5,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/margaritaville-cabana-5.html
y (placeholder),n,n,y,y,n,Margaritaville Cabana #6 (Wheelchair Accessible),https://www.hollandamerica.com/es_ES/shore-excursions/1010059/margaritaville-cabana-6-wheelchair-accessible.html
y (placeholder),n,n,y,y,n,Margaritaville Cabana #7,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/margaritaville-cabana-7.html
y (placeholder),n,n,y,y,n,Margaritaville Cabana #8,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/margaritaville-cabana-8.html
y (placeholder),n,n,y,y,n,Margaritaville Cabana #9,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/margaritaville-cabana-9.html
n,n,n,y,y,n,Martinique 4x4 Jeep Safari,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/martinique-4x4-jeep-safari.html
n,n,n,y,y,n,Mayan Cacao & Island Discovery,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/mayan-cacao-island-discovery.html
n,n,n,y,y,n,Mayan Culture Experience,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/mayan-culture-experience.html
n,n,n,y,y,n,Medieval Cartagena by Horse & Carriage,https://www.hollandamerica.com/es_ES/shore-excursions/1010057/medieval-cartagena-by-horse-carriage.html
n,n,n,y,y,y,Mejora al paquete Royal Palm para el paquete Oasis privado entre palmeras,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/royal-palm-package-upgrade-for-private-oasis-palm-package.html
n,n,n,y,y,n,Mexican Cuisine Workshop & Tasting,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/mexican-cuisine-workshop-tasting.html
n,n,n,y,y,y,Monkeyland y safari por una plantación,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/monkeyland-plantation-safari.html
y,n,n,n,y,n,Montmorency Falls & the Island of Orleans,https://www.hollandamerica.com/es_ES/shore-excursions/1010066/montmorency-falls-the-island-of-orleans.html
y (placeholder),n,n,y,y,n,Montserrat by Helicopter,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/montserrat-by-helicopter.html
n,n,n,y,y,n,"Moto acuática, esnórquel y playa",https://www.hollandamerica.com/es_ES/shore-excursions/1010059/waverunner-snorkel-beach.html
y,n,n,y,y,n,Mystic River and Paradise Lagoon Adventures,https://www.hollandamerica.com/es_ES/shore-excursions/1010066/mystic-river-and-paradise-lagoon-adventures.html
y,n,n,y,y,y,Nado con delfines,https://www.hollandamerica.com/es_ES/shore-excursions/1010064/dolphin-swim.html
n,n,n,y,y,y,Nado con delfines (sin cataratas),https://www.hollandamerica.com/es_ES/shore-excursions/1010059/dolphin-swim-without-falls.html
n,n,n,y,y,y,Nado con delfines (sin cataratas),https://www.hollandamerica.com/es_ES/shore-excursions/1010060/dolphin-swim-without-falls.html
n,n,n,y,y,y,Nado con delfines y cascadas del río Dunn,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/dolphin-swim-dunn-s-river-falls.html
n,n,n,y,y,y,Nado con delfines y cascadas del río Dunn,https://www.hollandamerica.com/es_ES/shore-excursions/1010060/dolphin-swim-dunn-s-river-falls.html
n,n,n,y,y,y,Nado con delfines y cascadas del río Dunn (d),https://www.hollandamerica.com/es_ES/shore-excursions/1010060/dolphin-swim-dunn-s-river-falls.html#
n,n,n,y,y,n,Natural Wonders of Aruba,https://www.hollandamerica.com/es_ES/shore-excursions/1010060/natural-wonders-of-aruba.html
n,n,n,y,y,n,Natural Wonders of Barbados,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/natural-wonders-of-barbados.html
y (placeholder),n,n,y,y,n,Nature & Culture Bay Cruise,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/nature-culture-bay-cruise.html
n,n,n,y,y,n,Nature's Hidden Treasures & the Carib Natives,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/nature-s-hidden-treasures-the-carib-natives.html
n,n,n,y,y,y,Navegación en catamarán y esnórquel en el Parque Marino Bonaire,https://www.hollandamerica.com/es_ES/shore-excursions/1010060/catamaran-sail-bonaire-marine-park-snorkel.html
n,n,n,y,y,y,Navegación y aventura de esnórquel,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/sail-snorkel-adventure.html
n,n,n,n,y,y,Navegue en los lagos Bras d'Or,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/sailing-on-the-bras-d-or-lakes.html
n,n,n,y,y,n,New Locks & Former Canal Zone,https://www.hollandamerica.com/es_ES/shore-excursions/1010057/new-locks-former-canal-zone.html
n,n,n,y,y,y,Observación de monos y crucero por la naturaleza del canal hasta Colón,https://www.hollandamerica.com/es_ES/shore-excursions/1010057/monkey-watch-canal-nature-cruise-to-colon.html
y,y,y,y,y,n,Ocean Cabana at Amber Cove,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/ocean-cabana-at-amber-cove.html
n,n,n,y,y,n,Off-Road 4-Wheel-Drive Adventure,https://www.hollandamerica.com/es_ES/shore-excursions/1010060/off-road-4-wheel-drive-adventure.html
y,n,n,n,y,n,Old & New Montreal,https://www.hollandamerica.com/es_ES/shore-excursions/1010066/old-new-montreal.html
y,n,n,n,y,n,Old & New Montreal with Airport Transfer,https://www.hollandamerica.com/es_ES/shore-excursions/1010066/old-new-montreal-with-airport-transfer.html
y,n,n,n,y,n,"Old Quebec, Montmorency Falls & Chez Muffy: In Partnership with Food & Wine Magazine",https://www.hollandamerica.com/es_ES/shore-excursions/1010066/old-quebec-montmorency-falls-chez-muffy-in-partnership-with-food-wine-magazine.html
n,n,n,y,y,n,Open-Air Scenic Southern Highlights,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/open-air-scenic-southern-highlights.html
n,n,n,y,y,n,Ostrich Farm & Aloe Plantation,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/ostrich-farm-aloe-plantation.html
n,n,n,y,y,n,Paddleboard Adventure,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/paddleboard-adventure.html
n,n,n,y,y,n,Panama Railroad Standard Rail Car & Motor Coach to Colon,https://www.hollandamerica.com/es_ES/shore-excursions/1010057/panama-railroad-standard-rail-car-motor-coach-to-colon.html
y (placeholder),n,n,y,y,y,Panorama de la cima de la montaña y compras,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/mountain-top-panorama-shopping.html
y,y,y,y,y,n,Panoramic Antigua & Nelson's Dockyard,https://www.hollandamerica.com/es_ES/shore-excursions/1010067/panoramic-antigua-nelson-s-dockyard.html
y,y,y,y,y,n,Panoramic Antigua & Nelson's Dockyard (Wheelchair Accessible),https://www.hollandamerica.com/es_ES/shore-excursions/1010067/panoramic-antigua-nelson-s-dockyard-wheelchair-accessible.html
n,n,n,y,y,n,"Panoramic Drive, Mountain Top & Aerial Skyride to Paradise Point",https://www.hollandamerica.com/es_ES/shore-excursions/1010059/panoramic-drive-mountain-top-aerial-skyride-to-paradise-point.html
n,n,n,y,y,n,Panoramic Martinique,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/panoramic-martinique.html
n,n,n,y,y,n,Panoramic Puerto Limon & Folkloric Performance,https://www.hollandamerica.com/es_ES/shore-excursions/1010057/panoramic-puerto-limon-folkloric-performance.html
n,n,n,y,y,n,Panoramic Rain Forest Drive,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/panoramic-rain-forest-drive.html
n,n,n,y,y,y,Papel artesanal con propósito,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/artisanal-paper-with-purpose.html
n,n,n,y,y,y,Paquete Oasis privado entre palmeras,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-oasis-palm-package.html
n,n,n,y,y,y,Paquete con cabaña privada - Amarillo,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-yellow.html
n,n,n,y,y,y,Paquete con cabaña privada - Azul,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-blue.html
n,n,n,y,y,y,Paquete con cabaña privada - Celeste,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-sky-blue.html
n,n,n,y,y,y,Paquete con cabaña privada - Naranja,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-orange.html
n,n,n,y,y,y,Paquete con cabaña privada - Terracota,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-terracotta.html
n,n,n,y,y,y,Paquete con cabaña privada - Verde,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-green.html
n,n,n,y,y,y,Paquete de cabaña privada - Durazno,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-peach.html
n,n,n,y,y,y,Paquete de cabaña privada - Gris,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-gray.html
n,n,n,y,y,y,Paquete de cabaña privada - Gris topo,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-taupe-wheelchair-accessible.html
n,n,n,y,y,y,Paquete de cabaña privada - Púrpura,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-purple.html
n,n,n,y,y,y,Paquete de cabaña privada - Rojo,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-red.html
n,n,n,y,y,y,Paquete de cabaña privada - Rosado,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-pink.html
n,n,n,y,y,y,Paquete de cabaña privada - Satinado,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-eggshell.html
n,n,n,y,y,y,Paquete de cabaña privada - Turquesa,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-turquoise.html
n,n,n,y,y,y,Paquete de cabaña privada - Violeta,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/private-cabana-package-violet.html
n,n,n,y,y,y,Paquete de mejora Ultimate Oasis para el paquete de Oasis privado entre palmeras,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/ultimate-oasis-package-upgrade-for-private-oasis-palm-package.html
n,n,n,y,y,y,Paquete de mejora a servicio de mayordomo en casas de playa,https://www.hollandamerica.com/es_ES/shore-excursions/1010020/butler-service-upgrade-package-for-beach-villas.html
n,n,n,y,y,n,Paquete de mejora con servicio de mayordomo en cabaña privada,https://www.hollandamerica.com/es_ES/shore-excursions/1010000/butler-service-upgrade-package-for-private-cabana.html
n,n,n,y,y,y,Paquete en casa de playa - A,https://www.hollandamerica.com/es_ES/shore-excursions/1010020/beach-villa-package-a.html
n,n,n,y,y,y,Paquete en casa de playa - B,https://www.hollandamerica.com/es_ES/shore-excursions/1010020/beach-villa-package-b.html
n,n,n,y,y,y,Paquete en casa de playa - C,https://www.hollandamerica.com/es_ES/shore-excursions/1010020/beach-villa-package-c.html
n,n,n,y,y,y,Paquete en casa de playa - D,https://www.hollandamerica.com/es_ES/shore-excursions/1010020/beach-villa-package-d.html
n,n,n,y,y,y,Paquete en casa de playa - E,https://www.hollandamerica.com/es_ES/shore-excursions/1010020/beach-villa-package-e.html
n,n,n,n,y,y,Parque Nacional Acadia,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/acadia-national-park.html
n,n,n,n,y,y,Parque Nacional Acadia (accesible para personas en silla de ruedas),https://www.hollandamerica.com/es_ES/shore-excursions/1010056/acadia-national-park-wheelchair-accessible.html
y,y,y,n,y,n,Parque Nacional Acadia y langosta horneada,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/acadia-national-park-lobster-bake.html
n,n,n,y,y,y,"Parque marino, playa y esnórquel",https://www.hollandamerica.com/es_ES/shore-excursions/1010059/marine-park-beach-snorkel.html
n,n,n,y,y,y,Pase de un día para el Parque Discover Mexico y Parque Nacional Chankanaab,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/discover-mexico-park-chankanaab-national-park-day-pass.html
n,n,n,y,y,y,Pase de un día: Mundo Marino,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/ocean-world-day-pass.html
n,n,n,y,y,y,Pase de un día: encuentro con delfines y Ocean World,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/dolphin-encounter-ocean-world-day-pass.html
n,n,n,y,y,y,Pase de un día: nado con delfines y Ocean World,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/dolphin-swim-ocean-world-day-pass.html
n,n,n,y,y,y,Pase para Good Hope Estate,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/good-hope-estate-pass.html
y (placeholder),n,n,y,y,y,Pase para Good Hope Estate,https://www.hollandamerica.com/es_ES/shore-excursions/1010060/good-hope-estate-pass.html
n,n,n,y,y,y,Pase para buscadores de aventuras en Buena Esperanza,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/good-hope-thrill-seeker-s-pass.html
y (placeholder),n,n,y,y,y,Pase para buscadores de aventuras en Good Hope,https://www.hollandamerica.com/es_ES/shore-excursions/1010060/good-hope-thrill-seekers-pass.html
n,n,n,y,y,y,Paseo de safari por la isla,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/safari-island-drive.html
n,n,n,n,y,y,Paseo en bicicleta por el Parque Nacional Acadia,https://www.hollandamerica.com/es_ES/shore-excursions/1010056/bike-through-acadia-national-park.html
n,n,n,y,y,y,Paseo en catamarán de lujo y esnórquel,https://www.hollandamerica.com/es_ES/shore-excursions/1010059/deluxe-catamaran-sail-snorkel.html
